baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
1.49728422586124,-1.40106350562563,2.39216164609974,-0.585689310716092,0.558084318628835,NA
5.62074584869995,1.63040705631468,1.26202940543681,1.29189308053434,0.196394174339945,0.340777134336895
59.88644854524,1.53056652609052,0.514338630189404,2.97579539286576,0.00292229762081101,0.0101935112414329
314.838570700751,0.542236132912453,0.363237012393873,1.49278876989684,0.135492487840989,0.259290005843122
273.464418735879,-1.26606548559047,0.427229029997936,-2.96343505870045,0.00304226248360195,0.0105588300133026
92.0447049481415,-1.62205590923499,0.437292315071096,-3.7093172080357,0.000207818930552424,0.000943560686965592
2.07864490880712,0.623852708640019,1.95533802051834,0.319051080730606,0.749687778411449,0.846611850074873
207.717684050683,-1.61657006330575,0.450314086436407,-3.58987229579823,0.000330840004131569,0.00144174972822891
8.99589835882025,-1.23448745635362,0.986427519604672,-1.25147304978714,0.210761940238671,0.359104211898144
0,NA,NA,NA,NA,NA
403.079995244075,-0.632788178657159,0.480095504651382,-1.31804645643715,0.18748809681636,0.329229758906102
0.729442525993931,0.728933891471257,3.23743774090414,0.225157655469749,0.821856629693702,NA
2.10180231763845,-1.86130369060744,1.98664686543023,-0.936907169057621,0.348806311193905,0.51474925076301
431.280587962193,-1.1684358046961,0.403238864100445,-2.89762696188194,0.00375997517976377,0.0127364565109678
4.99492328194441,-0.611437444865471,1.27876449957234,-0.478147027908545,0.632545562104564,0.764801055207161
61.9503441466433,-0.0757099878962928,0.600337234667244,-0.126112430687824,0.899642927769092,0.941842077095892
360.00854515069,-0.974360633525861,0.402042067720419,-2.42352905766924,0.0153705235512584,0.0437304151223649
17.4899806304886,-0.112788233422126,0.732421721088524,-0.15399356705929,0.877614807827024,0.929796488482321
4.77397271024188,-0.762555374953922,1.4660394842166,-0.520146546640526,0.602961438171995,0.74353049825257
7.21889260757685,0.0275141746124802,1.07447343285846,0.0256071241699139,0.97957070366873,0.989355276823539
259.072841724183,-1.44242352856808,0.394968804238309,-3.65199355769315,0.000260212414353374,0.00115834853314916
2.9363565337092,-3.62731090377421,2.1508482409691,-1.68645599195779,0.0917080046352563,0.191200274900683
65.0729421995764,0.0884545363608102,0.51728562590301,0.170997475923283,0.864225750287092,0.921064798909338
2.62465746333669,-0.105612423233825,1.73788589740414,-0.0607706313697449,0.951541879849287,0.972902899536751
88.2986716575533,-1.37640616103806,0.485100042776426,-2.83736557341931,0.00454874967405042,0.0150877275393337
4.96326755899075,-0.350007884611478,1.50815193535563,-0.23207733677638,0.816477947001747,0.890568396048164
19.731471157743,-4.13172784433522,1.05747619046219,-3.90715921701214,9.33876192198688e-05,0.000454146442337989
