"ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"497097",1.49728422586124,-1.40104861208153,2.39183924085951,-0.585762031221654,0.558035442223653,NA
"19888",5.62074584869995,1.63040717866589,1.26188126776492,1.29204483838144,0.196341617098379,0.340685938626892
"20671",59.88644854524,1.53056681456192,0.514298512659275,2.97602807880553,0.00292008124580376,0.0101857801180214
"27395",314.838570700751,0.542236089270504,0.363225407324956,1.49283634441739,0.135480031107523,0.259266167573233
"18777",273.464418735879,-1.2660655324761,0.427216989951799,-2.96351868547866,0.00304143595863472,0.010552645925676
"21399",92.0447049481415,-1.62205572377351,0.4372629739208,-3.70956568590531,0.0002076150896457,0.000942635187707803
"58175",2.07864490880712,0.623858892370053,1.95510152160559,0.319092837622939,0.749656114749481,0.846576092747341
"108664",207.717684050683,-1.61657013177166,0.450299289828528,-3.58999040923924,0.000330690128488729,0.00144070274343778
"18387",8.99589835882025,-1.23448697733696,0.986306508190677,-1.25162610921179,0.21070613617372,0.359031776955195
"226304",0,NA,NA,NA,NA,NA
"12421",403.079995244075,-0.632788189473745,0.480086831064124,-1.31807029172443,0.187480118424659,0.329215748822151
"620393",0.729442525993931,0.72893213340085,3.23701557275913,0.225186477178276,0.821834208956712,NA
"240690",2.10180231763845,-1.86130591941668,1.98642502035758,-0.937012925401848,0.348751909276967,0.514668967393458
"319263",431.280587962193,-1.16843579164848,0.40323031218235,-2.89768838390326,0.00375923896464485,0.0127339626722064
"71096",4.99492328194441,-0.611434540591227,1.2786018018288,-0.478205599050998,0.632503877807881,0.764771261842796
"59014",61.9503441466433,-0.0757100953255826,0.600299069877899,-0.126120627408239,0.899636439537039,0.941834434280583
"76187",360.00854515069,-0.974360700840741,0.40203215831935,-2.42358896092777,0.0153679887368683,0.0437232033650577
"72481",17.4899806304886,-0.112789146845109,0.732335050970785,-0.154013039107708,0.877599454531219,0.929781732638505
"76982",4.77397271024188,-0.76255444824973,1.46586380596378,-0.520208252054059,0.602918434390632,0.743473978360211
"17864",7.21889260757685,0.0275125800874391,1.07433636649017,0.0256089069918782,0.979569281648946,0.989353964253253
"70675",259.072841724183,-1.44242354593582,0.394955914009527,-3.65211279226732,0.000260091593306248,0.00115781069223538
"73331",2.9363565337092,-3.6273065498161,2.15064579647542,-1.68661271686891,0.0916778450830734,0.191137395823865
"170755",65.0729421995764,0.0884545767093635,0.517248096154561,0.171009960920053,0.86421593329102,0.921062394718966
"240697",2.62465746333669,-0.105605848277902,1.73766763186324,-0.0607744808854295,0.951538814046856,0.972899764910585
