"","Veh_Mock_R1","Veh_Mock_R2","Veh_Mock_R3","Amp_Mock_R1","Amp_Mock_R2","Amp_Mock_R3","Amp_Tri_R1","Amp_Tri_R2","Amp_Tri_R3"
"207213",1,1,1,0,0,1,0,0,2
"207214",3609,4504,4327,4620,4244,5865,5118,6755,4862
"207215",1,1,0,0,0,0,0,0,0
"207227",3,4,11,5,2,7,13,9,3
"207259",357,499,286,453,437,483,496,810,533
"207278",1345,1597,1642,1709,1660,2465,1585,2154,1539
"207304",4043,5589,5717,5148,4439,6731,5421,6383,4484
"207352",1971,2259,2214,2241,2139,2697,2268,2872,1945
"207375",289,365,423,364,413,527,535,618,458
"207393",53,49,55,120,89,110,78,91,72
"207425",2642,3214,3301,3226,2973,3982,2793,3304,2686
"207474",17,11,11,5,4,8,6,8,5
"207495",4417,4947,5210,6492,6610,7570,6508,7524,5832
"207521",517,674,646,663,586,795,753,1062,629
"207565",118,153,123,135,140,163,185,253,149
"207592",494,440,673,392,531,532,579,737,522
"207596",351,473,487,421,464,655,482,553,416
"207607",8,7,7,4,6,7,5,7,3
"207615",781,905,947,966,924,1315,864,1131,896
"207618",0,0,0,0,1,0,0,0,0
"207667",4,1,0,1,2,2,2,1,0
"207683",5,8,5,9,8,7,11,13,6
"207686",11,2,12,8,8,8,15,12,13
"207704",850,1055,1035,1067,900,1234,1026,1232,879
"207728",1028,1369,898,951,991,1008,861,894,524
"207740",1086,1109,905,1434,1334,1373,1179,1906,926
"207742",1941,2071,2017,1948,1990,2221,1559,2187,1565
"207777",21,14,15,8,13,11,28,33,25
"207781",540,716,667,603,641,695,627,805,592
"207785",200,208,243,238,207,273,239,268,195
"207798",402,421,477,410,430,512,429,453,348
"207806",2682,3464,3421,3349,2955,4112,3450,4368,3158
"207818",4822,5462,5821,3833,3900,4719,3550,4538,3789
"207819",840,1481,877,937,1008,1132,878,1293,789
"207839",3391,5219,4069,1755,1844,2124,2611,3580,2308
"207854",66,0,1,48,8,31,19,12,7
"207911",6,6,3,1,1,0,3,3,4
"207920",10931,13379,12285,11240,10131,13367,9592,12833,9266
"207921",4,4,5,7,8,7,4,10,4
"207932",387,459,496,446,456,610,552,534,391
"207952",493,635,582,446,408,487,512,718,459
"207958",568,679,708,721,697,818,720,888,622
"207965",268,306,272,354,267,396,293,438,333
"208043",1269,1716,1452,1445,1334,1754,1145,1656,1012
"208076",4,3,0,4,3,4,3,6,4
"208079",0,0,0,0,0,0,0,0,0
"208080",1,1,0,4,7,6,6,3,4
"208084",331,386,282,331,239,341,347,406,243
"208092",2979,3316,3346,4107,3721,4491,2807,3539,2709
"208098",0,0,0,0,0,0,0,0,0
"208104",2800,3744,3573,2826,2881,3521,3039,3880,2522
"208111",238,266,289,256,260,376,349,350,237
"208117",193,297,284,276,258,360,386,510,389
"208144",754,855,846,815,730,888,878,1070,717
"208146",1459,1558,1598,1910,1723,2514,1817,2239,1503
"208151",0,2,0,1,1,1,2,0,0
"208154",3,5,2,8,9,7,15,13,18
"208158",6,4,6,7,4,7,5,3,5
"208164",0,0,0,0,0,0,0,0,0
"208166",140,192,118,265,195,314,216,245,127
"208169",1,0,0,0,0,1,2,3,1
"208171",31,25,30,26,34,51,47,65,75
"208177",262,346,320,222,254,338,280,389,256
"208188",0,0,0,0,0,0,0,0,0
"208194",279,276,333,233,253,323,370,461,324
"208198",2174,2508,2173,2571,2174,2259,2265,3308,1859
"208211",840,894,977,942,837,1096,797,928,704
"208213",113,109,117,117,125,147,161,199,114
"208228",710,845,835,895,761,939,780,1105,723
"208258",1,0,0,0,0,0,0,0,0
"208263",1290,1435,1487,1479,1505,1783,1354,1507,1002
"208266",1910,2420,2140,2234,1962,2448,2454,3036,1696
"208285",70,84,76,49,54,70,74,74,58
"208292",1250,1523,1608,1459,1429,2078,1685,2112,1525
"208366",178,195,145,182,132,180,187,222,123
"208372",0,0,0,0,0,0,0,0,0
"208426",0,0,0,0,0,0,0,0,0
"208431",74,81,88,57,60,76,134,161,87
"208439",1,0,1,0,1,1,0,4,1
"208440",191,245,226,273,261,325,297,400,238
"208449",957,1282,1233,1223,1104,1556,1212,1559,1034
"208501",853,873,1063,996,1013,1313,775,905,809
"208518",284,288,287,333,319,378,362,400,265
"208583",5,2,5,5,5,3,3,7,2
"208595",35,67,57,44,59,61,73,73,48
"208606",2837,3198,3047,3195,2885,3957,3677,4519,3127
"208613",0,0,0,0,0,0,0,0,0
"208618",3299,4984,4178,4987,4724,6317,3953,5417,3507
"208624",637,710,669,647,525,588,629,848,490
"208628",513,694,549,601,495,762,749,902,548
"208634",1,0,0,0,1,0,0,0,1
"208638",752,813,851,855,835,1007,732,774,650
"208643",21466,25210,26294,21893,19866,26079,20455,25002,18308
"208647",47,73,93,65,60,115,132,138,97
"208650",677,863,863,798,852,1126,888,968,751
"208659",0,17,1,0,1,0,3,1,1
"208665",6,5,9,2,3,7,2,2,1
"208666",0,0,0,0,1,1,0,1,0
"208677",205,502,317,546,552,1180,886,1197,843
"208691",20,25,22,36,34,47,27,32,19
"208715",11650,13826,12110,15501,12030,18070,7788,8973,7494
"208718",821,1036,982,962,894,1139,877,1164,789
"208727",1188,1334,1529,1155,1084,1288,1094,1255,835
"208748",6,8,6,5,1,9,5,9,5
"208760",15,14,15,2,5,5,3,6,8
"208768",809,999,934,1010,885,1214,1044,1362,932
"208777",88,129,152,82,78,126,177,190,109
"208795",4863,5317,5494,4540,4140,5215,5115,6785,5103
"208820",99,103,121,101,142,138,80,86,83
"208836",253,344,271,331,248,401,298,458,264
"208846",1796,2683,2320,2704,2388,3528,1974,2302,1725
"208869",18,25,33,30,26,31,29,30,16
"208884",1412,1900,1643,1767,1773,2063,1704,2185,1519
"208890",0,0,0,0,0,0,0,0,1
"208898",5,0,2,1,5,1,3,5,3
"208908",138,126,132,162,189,224,124,185,138
"208922",196,238,246,226,250,287,220,282,230
"208936",379,322,350,487,513,649,304,280,287
"208943",1086,1344,1357,1259,1202,1634,1714,2076,1368
"208967",238,318,271,237,277,329,319,366,317
"208968",255,308,307,388,418,531,389,471,318
"208982",4,2,4,5,0,0,5,2,3
"208990",15,8,11,11,7,15,12,22,8
"208994",554,1002,603,837,758,960,770,1018,562
"209003",343,275,282,269,219,316,282,338,228
"209005",0,0,1,0,0,0,0,0,0
"209011",2951,2827,3233,3407,3177,4003,3130,3891,3083
"209012",31,25,28,19,14,28,34,42,31
"209018",676,849,814,721,711,870,628,741,541
"209027",124,160,118,99,87,87,98,170,85
"209032",87,83,92,76,69,100,107,137,73
"209039",175,239,202,243,248,326,337,543,346
"209047",4,7,4,11,3,0,9,14,16
"209086",2981,4328,3627,3941,3507,4724,2636,3741,2521
"209091",2,1,0,0,1,1,1,1,0
"209131",358,514,520,437,482,570,424,626,483
"209176",5,3,0,4,2,2,2,6,3
"209186",3,3,1,4,3,0,3,5,4
"209195",566,691,641,136,169,136,410,496,367
"209200",1140,1866,1679,821,793,986,1002,1339,999
"209212",217,240,266,315,270,338,299,347,248
"209224",756,904,922,965,826,1152,679,830,694
"209225",874,1409,1092,1126,1080,1241,1091,1612,1078
"209232",0,0,0,0,0,0,0,0,0
"209239",122,221,206,239,210,318,205,243,180
"209268",0,0,0,0,0,0,0,1,0
"209294",0,1,1,3,5,2,0,4,4
"209318",2952,3428,3392,3413,2851,3502,3373,4447,3158
"209334",192,260,200,254,194,314,259,341,211
"209351",0,0,1,0,1,0,0,0,0
"209354",3441,3888,3552,4006,3612,4244,3676,5117,3344
"209357",1013,1261,1235,1145,1045,1306,1261,1637,1080
"209361",584,650,655,551,543,619,623,704,571
"209378",990,1463,1233,835,741,851,1180,1584,1007
"209380",140,288,231,170,138,325,212,266,108
"209387",120,180,174,87,85,87,156,154,143
"209416",1154,1427,1423,1504,1398,1861,1441,1707,1252
"209446",905,1117,1012,1083,979,1166,966,1281,776
"209448",0,0,0,0,0,0,0,0,0
"209456",1799,2146,2097,2137,2067,2560,1838,2462,1733
"209462",443,552,499,549,536,715,503,604,434
"209478",246,340,310,394,373,530,364,442,355
"209488",30,44,33,19,27,21,27,59,29
"209497",3310,3750,4232,3683,3523,4532,3679,4520,3777
"209512",1,0,0,0,0,0,0,0,0
"209513",0,0,0,0,0,0,0,0,0
"209517",0,0,0,0,0,0,0,0,0
"209540",1,0,0,0,0,0,0,0,0
"209550",1,0,0,0,0,0,2,1,0
"209558",9,12,5,12,9,14,7,8,11
"209584",191,173,236,206,176,245,169,191,136
"209586",2262,2534,2649,2472,2224,2774,2017,2530,1807
"209588",484,573,483,262,309,284,429,622,540
"209590",4,4,9,7,2,3,2,10,3
"209601",2,3,1,0,0,1,0,1,0
"209630",425,490,448,421,367,463,391,619,387
"209645",296,343,348,383,343,437,346,391,274
"209683",15,17,22,9,23,25,20,36,22
"209692",30,16,31,23,19,31,29,30,25
"209707",803,1077,1017,1310,1148,1702,1241,1534,1147
"209737",767,1015,783,1056,758,1243,1109,1474,916
"209743",0,0,0,0,0,0,0,0,0
"209760",279,509,526,207,208,342,386,453,346
"209773",3,6,4,4,6,2,4,8,3
"209776",0,0,0,0,0,0,0,0,0
"209815",374,425,393,402,348,410,366,492,315
"209824",0,0,0,0,0,0,0,0,0
"209837",1,2,8,2,0,3,3,3,2
"209966",1,2,1,2,1,0,2,0,1
"210004",308,411,371,326,324,481,335,447,304
"210009",559,572,598,578,508,693,684,861,522
"210027",3,2,3,1,1,1,2,1,1
"210029",2597,2966,2891,2680,2502,3263,2251,2863,2332
"210035",337,415,391,323,295,370,333,603,377
"210044",30,29,31,78,83,86,67,122,90
"210045",0,0,0,0,0,0,0,0,0
"210094",0,10,2,10,5,0,5,6,1
"210104",71,103,68,102,101,119,89,132,87
"210105",160,225,170,177,146,241,231,321,202
"210106",759,794,792,878,789,1049,809,1068,730
"210108",247,267,310,264,241,311,295,421,326
"210126",2452,3073,3048,2408,2202,2966,3318,3885,2750
"210135",755,920,878,880,774,1036,987,1108,819
"210145",0,0,1,0,1,0,3,1,0
"210146",1121,1383,1383,1697,1467,1944,1344,1724,1260
"210148",940,1049,911,984,955,1132,886,1176,792
"210155",0,0,0,0,0,0,0,0,0
"210162",1,0,0,0,0,0,0,0,0
"210172",214,337,261,275,229,304,267,386,198
"210198",0,2,1,4,1,5,5,6,3
"210274",256,332,276,305,256,399,337,439,274
"210293",90,123,135,86,112,198,158,283,98
"210297",0,0,0,0,0,0,0,0,0
"210321",0,0,0,0,0,0,0,0,0
"210356",18,29,34,124,108,212,85,111,77
"210376",756,1120,1003,1076,943,1262,936,1120,766
"210417",0,0,1,0,3,1,0,0,0
"210463",0,0,0,0,0,0,0,0,0
"210503",118,154,147,56,80,89,138,227,109
"210510",0,0,0,0,0,0,0,0,0
"210529",780,846,922,1027,928,1212,1002,1191,811
"210530",0,0,0,0,2,0,0,1,0
"210535",0,0,0,0,0,0,0,0,0
"210544",293,383,299,403,295,427,447,599,339
"210554",1,2,1,3,3,0,4,1,0
"210573",4,5,1,5,0,3,3,8,0
"210582",456,497,561,502,515,608,546,767,620
"210622",1,0,3,13,11,20,15,6,6
"210673",9,11,14,22,15,12,10,26,14
"210710",6,7,7,17,13,8,18,19,9
"210711",2639,3535,3073,2955,2459,3400,3022,3929,2465
"210719",732,695,818,519,503,622,556,776,620
"210741",0,0,0,0,0,1,0,1,0
"210757",15,19,19,11,11,31,17,41,19
"210762",0,0,1,1,1,0,0,0,1
"210766",997,1280,1183,1293,1211,1517,1147,1564,1058
"210789",1070,1243,1263,1203,1144,1617,1284,1607,1024
"210801",11,5,12,7,10,21,9,13,14
"210808",566,664,592,644,494,671,589,753,523
"210853",209,290,254,273,254,373,267,311,299
"210876",0,0,0,0,0,0,0,0,0
"210925",827,991,920,935,805,962,927,1266,782
"210933",11,24,16,5,10,19,13,18,11
"210940",0,0,0,0,0,0,0,0,0
"210962",0,0,0,0,0,0,0,0,0
"210973",873,1051,1114,1037,958,1354,1197,1421,999
"210982",745,1114,909,980,894,1147,905,1267,795
"210992",138,150,136,139,132,169,190,279,162
"210998",3136,4186,3745,3770,3535,4624,3807,4808,3304
"211001",3,7,15,9,8,14,7,12,8
"211006",647,885,884,888,761,1213,909,1052,787
"211007",1956,2021,2284,2020,1946,2439,2082,2646,1955
"211039",3,1,4,5,0,9,2,6,5
"211064",449,438,480,456,417,574,595,686,475
"211134",2,0,2,1,3,0,0,1,1
"211135",11,10,11,11,14,9,21,27,8
"211147",0,0,0,0,0,0,0,0,0
"211151",1730,1644,2066,1836,1705,2508,1573,1905,1765
"211187",2,2,0,4,0,0,3,7,0
"211208",0,0,0,0,0,0,0,0,0
"211223",0,0,0,0,0,0,0,0,0
"211228",0,1,0,1,1,0,1,6,2
"211232",14,20,14,17,23,29,14,31,13
"211253",231,243,289,216,226,301,223,295,181
"211255",550,573,585,477,495,669,643,768,561
"211286",759,971,900,813,823,927,792,1005,568
"211305",2,0,0,1,0,1,0,0,0
"211323",3,2,0,2,2,2,3,2,0
"211329",1735,2678,2070,1624,1424,2243,1732,2392,1765
"211347",8745,12471,12186,8813,8409,12956,10010,12368,9367
"211378",81,97,86,57,50,64,104,117,82
"211383",0,0,0,0,0,0,0,0,0
"211389",965,1931,1150,991,907,1006,1680,2618,1673
"211401",1831,2241,2061,2079,2010,2473,1901,2736,1792
"211429",3,5,3,5,0,11,9,0,5
"211446",2131,2469,2509,2267,2002,2611,2486,3283,2270
"211468",4,11,3,1,2,6,3,3,1
"211472",0,0,0,0,0,0,0,0,0
"211480",6,1,3,2,7,6,5,1,9
"211482",29,30,17,11,12,19,21,15,19
"211484",355,474,454,383,379,506,434,492,475
"211488",973,1071,1070,1024,985,1293,1191,1489,1180
"211496",3,2,0,0,0,1,1,0,1
"211499",2597,2924,3043,2633,2673,3623,2977,3876,2683
"211535",181,203,198,124,128,120,241,266,183
"211548",6870,7591,7436,7849,6790,8401,7553,9770,7092
"211550",1327,1399,1372,936,953,1167,1008,1335,907
"211556",4932,6223,5990,5583,5324,6358,4957,6362,4504
"211577",1,0,0,0,0,0,0,0,0
"211578",0,0,0,0,0,0,0,0,0
"211586",1914,2278,2470,2355,2035,2802,1699,1983,1461
"211612",46,36,32,29,35,60,27,51,31
"211651",244,342,247,243,217,327,279,402,234
"211652",1435,1860,1668,2019,2133,2403,1908,2417,1860
"211660",1076,1045,1114,1192,1103,1533,1079,1283,917
"211666",2624,2785,3011,2775,2605,3724,2790,3211,3227
"211673",5597,7861,7566,6669,6185,9321,6808,8655,6291
"211712",0,0,0,0,0,0,0,0,0
"211739",0,0,0,0,0,0,0,0,0
"211770",3223,4059,3031,5011,4623,5740,5380,7127,5368
"211798",982,1276,1207,1526,1498,1827,1117,1599,1288
"211896",30,56,31,48,39,57,41,77,50
"211914",932,1419,1183,1339,1258,1694,1192,1550,974
"211922",1171,1500,1377,1615,1462,1848,1507,1882,1282
"211924",0,1,0,0,0,0,0,0,0
"211936",29,25,25,18,20,32,24,44,15
"211945",4175,5672,5633,6869,6231,9033,6097,7398,5209
"211948",1184,1526,1367,1667,1397,1798,1671,2237,1478
"211949",57,54,66,11,27,21,47,71,31
"211961",36,80,61,63,58,65,57,80,28
"211978",526,712,701,698,647,962,667,705,490
"211986",931,1054,1310,988,1033,1362,1005,1154,952
"212032",2,0,0,1,1,0,0,1,3
"212070",5662,7082,6677,6375,5520,7499,4931,6434,4485
"212073",16,25,19,19,19,19,19,41,30
"212085",12,12,6,11,12,8,11,9,13
"212090",386,411,444,416,460,537,364,497,358
"212108",1,1,0,1,0,0,0,0,0
"212111",2376,3069,2798,3058,2580,3458,2440,3147,2373
"212114",473,724,735,692,637,864,639,644,521
"212123",2348,2367,2283,2892,2693,3410,2448,2954,2194
"212124",8,6,4,6,3,12,5,6,6
"212127",623,791,637,919,778,972,795,1169,701
"212139",2230,2465,2406,2991,2910,3374,2291,2689,2005
"212153",412,339,404,356,323,470,372,433,325
"212163",351,488,458,476,376,622,566,658,438
"212167",185,224,193,122,114,141,182,197,114
"212168",635,805,758,656,641,768,516,775,549
"212190",100,148,86,50,47,44,102,149,104
"212198",219,221,247,183,184,210,186,260,220
"212225",0,1,1,0,6,3,3,1,0
"212276",286,396,337,339,321,377,359,482,305
"212281",235,332,303,338,344,430,403,447,276
"212285",1627,2166,1964,1741,1656,2605,1679,1989,1434
"212307",3129,3972,3144,4013,3588,4407,3156,4372,2942
"212326",380,400,389,113,98,135,156,263,197
"212377",488,616,620,585,497,710,686,830,567
"212390",1,3,3,2,3,0,2,1,2
"212391",139,306,224,222,170,308,272,352,207
"212392",0,0,0,0,0,0,0,1,0
"212398",2656,2607,2830,1994,1891,2147,1653,2365,2011
"212439",1319,1760,1287,1495,1552,1713,873,1710,1173
"212442",963,1312,1054,1240,1066,1305,1021,1328,827
"212448",14,20,19,20,20,28,15,23,11
"212483",1723,1685,1965,1814,1893,2366,1858,2169,1713
"212503",559,574,677,565,572,702,656,873,662
"212508",555,636,695,555,481,657,463,537,425
"212514",413,514,454,367,332,427,589,647,427
"212516",29,27,22,18,18,23,41,61,29
"212517",4,2,2,6,2,7,2,5,3
"212518",0,0,0,0,0,0,0,0,0
"212528",1858,1914,2124,2085,1913,2293,1830,2280,1594
"212531",4302,6919,5204,5232,4892,5864,5962,7649,5730
"212539",0,0,0,1,0,1,1,0,1
"212541",0,1,1,0,0,0,0,0,1
"212547",551,717,648,805,706,904,815,980,577
"212555",273,312,291,365,355,403,343,421,260
"212569",91,147,138,155,128,152,158,163,106
"212627",969,1073,1044,1075,1017,1270,1124,1463,1083
"212632",545,655,550,520,554,612,491,716,502
"212647",1477,1350,1649,1340,1285,1491,1325,1912,1352
"212670",45,57,63,53,62,93,60,78,67
"212679",437,579,456,641,582,764,624,777,534
"212706",298,327,273,278,239,279,280,562,359
"212712",6996,8236,7719,7976,7188,9452,8487,10837,7110
"212728",228,303,296,269,283,422,322,409,261
"212733",820,929,1160,986,955,1196,910,1109,1056
"212772",438,455,509,433,439,571,522,640,452
"212862",2154,2682,2448,2643,2411,3259,2979,3929,2972
"212880",3670,4543,4355,4355,4077,5408,3971,4690,3289
"212892",1,0,0,0,0,0,2,3,0
"212898",3,11,9,4,9,11,12,19,10
"212919",101,114,94,104,122,149,121,135,91
"212933",385,558,531,300,385,329,320,320,238
"212937",3,4,7,7,6,5,8,11,2
"212943",2065,2841,2661,3417,3169,4571,2818,3767,2851
"212952",0,0,0,0,0,0,0,0,0
"212965",2,5,1,6,4,3,8,4,4
"212974",967,1028,985,683,718,824,827,1123,811
"212980",327,446,242,235,297,252,258,288,219
"212986",540,609,610,498,482,577,483,647,404
"212989",607,491,798,689,671,1033,658,627,408
"212996",0,0,0,0,0,0,0,0,0
"212998",826,790,714,735,713,920,685,897,705
"212999",2265,2749,2726,2754,2444,2989,2717,3614,2240
"213002",0,3,2,3,3,0,2,5,3
"213006",457,610,480,308,365,447,401,414,331
"213011",3,11,11,3,2,5,6,12,9
"213012",533,513,545,613,577,758,555,625,503
"213019",2760,3959,3197,1394,1364,1756,1184,1520,1186
"213027",176,237,224,286,225,333,235,266,162
"213043",9,11,9,3,7,2,8,14,9
"213053",2319,2542,2582,2183,2248,2990,2216,2789,2125
"213054",2045,2537,2448,2549,2275,3232,2750,2918,1913
"213056",510,619,648,574,543,817,683,886,590
"213068",14,4,12,19,14,32,20,24,23
"213081",180,234,172,191,177,270,223,327,219
"213084",97,111,125,143,156,223,165,266,218
"213109",1874,2483,2359,2398,2193,2903,2470,3073,1929
"213119",76,91,86,63,53,68,109,127,101
"213121",125,177,149,172,171,219,141,175,141
"213171",6,11,6,0,3,7,15,25,15
"213208",79,73,83,109,124,125,78,96,69
"213211",1094,1217,1002,1150,886,1091,1131,1472,957
"213233",1010,1138,1210,971,893,1131,732,871,712
"213234",0,0,0,0,0,0,0,0,0
"213236",23,19,26,28,27,26,37,22,29
"213262",0,0,0,0,1,0,1,2,0
"213272",0,1,0,0,0,0,0,0,0
"213311",6,4,2,9,9,10,6,15,6
"213326",1285,1807,1541,1582,1432,1835,1775,2272,1385
"213332",23,28,35,42,25,36,43,48,22
"213350",971,1071,1189,1056,1074,1317,989,1281,1193
"213389",290,360,334,377,362,372,311,378,272
"213391",869,1163,1071,661,634,839,950,1587,955
"213393",289,289,280,976,981,1425,1128,1682,1514
"213402",35,42,32,50,45,46,33,60,25
"213409",2,3,4,1,2,2,7,2,1
"213417",130,125,116,100,113,96,99,93,64
"213435",0,1,0,1,1,0,0,0,1
"213436",0,0,0,0,1,0,0,0,0
"213438",2,3,3,6,4,9,5,8,8
"213439",8,12,26,15,12,24,22,38,17
"213449",0,0,0,0,0,0,0,0,1
"213450",0,0,0,0,0,0,0,0,0
"213452",297,392,397,375,380,476,429,389,322
"213464",1246,1375,1493,1319,1161,1720,1446,1702,1228
"213469",0,0,0,0,1,1,1,0,0
"213484",406,448,478,542,513,643,446,592,483
"213491",4206,4925,4810,4840,4483,5209,4272,5805,4085
"213498",1924,2240,2215,2314,2071,2673,2156,2617,1664
"213499",1185,1488,1321,1351,1266,1587,1364,1938,1219
"213522",1469,2080,1685,1394,1344,1589,1024,1326,906
"213527",0,0,0,0,0,0,0,0,0
"213539",136,165,152,140,136,147,195,277,161
"213541",1837,2274,2133,2154,2062,2679,2376,3381,2270
"213550",997,1166,1137,1158,1017,1287,1006,1217,781
"213556",121,156,93,96,96,97,161,193,126
"213573",1315,1238,1417,1598,1587,1873,1366,1733,1317
"213575",30,36,35,12,12,8,27,41,22
"213582",32,25,30,42,32,48,38,38,44
"213603",3557,4101,3927,5169,4789,5605,4286,5547,3900
"213649",1940,2040,2197,1933,1911,2259,1566,1856,1414
"213673",3349,3925,4051,3479,3421,4149,3487,4812,3391
"213696",4,5,3,2,0,1,6,7,5
"213742",10710,11320,12360,10382,12378,18136,16371,17784,11738
"213753",3082,3727,3590,4062,3922,4579,3865,4634,3183
"213760",1338,1701,1624,1883,1699,2134,1871,2216,1473
"213765",1,1,0,2,0,0,3,3,1
"213773",2026,2128,2114,1885,1740,2218,2257,3207,2320
"213783",172,233,213,271,231,294,307,316,236
"213788",0,0,0,0,0,0,0,0,0
"213819",1944,2198,2369,1391,1367,1829,1607,1928,1465
"213827",7290,10012,9281,9025,8004,10491,8967,11513,7559
"213895",1904,2291,2494,2327,2042,2893,2244,2553,1919
"213945",10,11,5,15,5,14,8,17,15
"213948",6,9,2,3,1,4,6,7,7
"213956",1206,1714,1495,1754,1594,2035,1255,1919,1572
"213980",20,15,11,20,16,23,19,26,13
"213988",1487,1757,1779,1846,1746,2277,1795,2455,1689
"213989",1426,1306,1625,1635,1458,1868,1580,1996,1657
"213990",1508,1565,1724,1632,1584,1841,1517,2208,1597
"213993",623,1174,944,881,852,1319,842,1013,638
"214048",2611,2873,2854,3454,2957,3888,2296,2894,2135
"214058",98,86,79,76,53,73,74,102,69
"214063",760,967,898,1058,953,1203,1043,1136,866
"214084",70,74,56,64,57,60,78,123,68
"214105",1,1,0,0,0,0,0,1,1
"214106",12,10,18,7,9,11,16,20,19
"214111",3,2,3,3,2,6,1,3,2
"214112",3,8,2,0,3,8,3,10,2
"214133",717,877,878,1097,999,1448,869,1124,732
"214137",126,213,167,159,129,182,228,261,147
"214150",83,150,123,144,131,210,160,181,105
"214158",8,12,11,2,0,3,2,2,2
"214162",1103,1358,1446,1322,1271,1974,1499,2008,1250
"214189",42,32,41,50,39,44,41,50,31
"214191",0,0,0,0,0,0,0,1,0
"214230",191,198,214,153,129,169,189,289,138
"214239",135,220,113,302,400,430,345,384,243
"214240",91,93,81,122,83,105,129,244,124
"214253",7,9,4,6,12,7,50,98,56
"214254",173,174,182,205,161,200,207,162,129
"214290",2616,3591,3625,3686,3309,4621,3723,4567,3326
"214292",115,112,104,60,54,56,113,210,145
"214301",2,2,5,0,2,4,5,4,1
"214305",0,0,0,0,0,0,1,1,1
"214321",19,16,23,20,21,40,22,31,33
"214345",2045,2759,2656,2654,2557,3174,2394,2970,2576
"214359",865,994,1069,1102,1088,1368,962,1310,1089
"214384",2,0,3,4,2,1,1,2,3
"214403",0,0,0,0,0,0,0,0,0
"214424",604,595,562,784,753,772,693,878,501
"214425",1,1,0,0,1,2,1,0,0
"214444",728,924,812,719,624,965,678,892,525
"214459",2273,3345,2923,2836,2565,3482,2785,3589,2548
"214469",4439,5289,5664,5017,4769,6218,5039,6267,4506
"214489",1168,1127,1427,1141,1150,1473,1263,1524,1436
"214498",1206,1612,1520,1657,1379,1958,1766,2237,1598
"214505",912,914,936,1204,1107,1483,944,1128,914
"214523",8543,9012,9796,8397,7586,9263,6877,8638,6257
"214531",3,4,3,0,1,1,1,6,3
"214547",1,1,0,0,0,0,1,0,2
"214552",815,898,863,934,895,1129,1000,1179,843
"214568",0,0,0,0,0,0,0,0,0
"214572",1194,1226,1286,1142,1029,1259,1161,1593,921
"214575",6,6,3,9,11,7,5,3,5
"214579",1864,1966,2096,1586,1397,1930,1718,2316,1551
"214580",609,618,691,644,595,782,600,711,623
"214585",1462,1746,1684,1879,1683,2263,1599,1844,1262
"214593",79,195,71,40,42,29,63,73,37
"214597",2897,3572,3414,3414,3222,3932,2968,3650,2401
"214601",496,620,556,670,629,696,511,650,418
"214604",0,0,0,0,0,0,0,0,0
"214616",304,358,351,326,310,388,375,441,313
"214627",1469,1692,1665,1591,1470,2005,1731,2081,1379
"214639",3,0,0,0,4,7,5,11,4
"214642",39,32,22,28,18,30,37,21,18
"214663",297,330,337,278,267,302,271,535,305
"214669",1065,1179,1207,1238,1046,1440,1189,1388,1049
"214685",35,32,36,15,16,19,29,59,32
"214704",1,0,0,0,1,0,0,3,0
"214742",755,853,732,979,1003,1096,735,1000,703
"214763",324,381,377,301,264,388,406,567,307
"214764",855,928,986,1010,963,1207,1116,1368,1073
"214766",4,1,0,2,1,1,0,2,0
"214779",15,17,19,9,13,14,21,17,10
"214791",45,43,37,22,16,30,34,55,42
"214804",451,657,502,547,392,603,450,599,394
"214812",854,1247,1151,1104,1032,1277,1168,1494,839
"214854",7903,8595,9568,10174,10057,13269,8461,11287,10009
"214855",108,130,126,151,149,212,201,302,146
"214895",480,531,604,417,456,538,566,782,626
"214897",1061,1386,1368,1186,1083,1507,1198,1496,974
"214899",1289,1646,1694,1606,1548,2136,1760,2196,1606
"214901",841,875,763,865,695,970,738,888,576
"214917",2683,2525,2979,2764,2384,2950,2221,2659,2215
"214922",17,18,24,23,23,29,32,37,35
"214931",10,12,13,15,11,15,19,30,17
"214932",845,847,978,885,841,1020,1031,1452,1037
"214944",952,1284,1233,1423,1280,1539,1225,1586,1153
"214951",524,408,605,432,403,568,496,589,459
"214952",4589,5301,5183,5351,4850,5938,5469,7304,5170
"214968",1535,2037,1776,1701,1664,2222,1528,1929,1319
"214987",3320,4003,3811,3599,3302,3966,3661,4769,3161
"215001",51,46,35,56,64,54,38,24,37
"215008",553,683,648,672,604,753,584,801,561
"215015",7253,8679,8955,8653,8061,10340,6573,8342,6159
"215028",0,0,0,0,0,0,0,0,0
"215029",0,0,0,0,0,0,0,0,0
"215031",0,2,0,0,1,1,0,0,0
"215051",544,561,577,569,471,699,575,650,499
"215061",0,0,0,0,0,0,0,0,0
"215085",19,16,17,17,14,28,22,17,18
"215090",0,3,2,1,2,7,2,3,1
"215095",0,0,0,0,0,0,0,0,0
"215113",216,474,263,277,278,364,522,652,460
"215114",12,17,18,16,23,34,18,40,14
"215160",891,955,924,879,896,1021,927,1202,766
"215193",418,440,416,448,415,477,578,638,421
"215194",982,1001,1214,1082,1048,1365,1171,1535,1064
"215201",1439,1607,1793,1721,1487,1943,1442,1925,1403
"215210",1648,2143,1919,2082,1780,2126,1778,2192,1602
"215243",27,17,35,32,48,43,51,62,38
"215257",17,13,21,24,29,25,24,34,12
"215274",0,0,0,0,0,0,0,0,0
