"ENTREZID","SYMBOL","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","newPadj"
"100009600","Zglp1",3.68541088288267,0.275572452848411,1.85551402082283,0.148515424704906,0.881936013789792,NA,1
"100009609","Vmn2r65",0,NA,NA,NA,NA,NA,NA
"100009614","Gm10024",0,NA,NA,NA,NA,NA,NA
"100009664","F630206G17Rik",0.202445600635616,-1.42332799985016,4.55305520777407,-0.312609431447243,0.754577411769459,NA,1
"100012","Oog3",0.216199638437665,1.03060641140577,4.56209215174643,0.225906530847089,0.821274118240769,NA,1
"100017","Ldlrap1",2752.36709683383,-0.0481544612882828,0.088808109044407,-0.542230454025363,0.587659758274823,0.74162494624498,1
"100019","Mdn1",2281.86619225678,-1.09612289024237,0.0921416361272549,-11.8960649746716,1.24060278422833e-32,7.03870507324097e-31,2.424385960939e-28
"100033459","Ifi208",3282.67853780265,-0.0277476961004299,0.0902935367672596,-0.307305451684236,0.758610886487823,0.860154685733663,1
"100034251","Wfdc17",11.0403036524879,1.46190067788331,1.15353743512411,1.26731966676575,0.205041011131538,0.361328548958075,1
"100034361","Mfap1b",162.006722994698,-0.106358052603308,0.290290702671049,-0.366384633144214,0.714078084747568,0.831657627459337,1
"100034363","Tmsb15b2",0.216199638437665,1.03060641140577,4.56209215174643,0.225906530847089,0.821274118240769,NA,1
"100034684","BC100530",0,NA,NA,NA,NA,NA,NA
"100034726","Gm15772",6.95356817403357,0.444359951670472,1.35393426698785,0.328199058480923,0.742761159678659,0.849334008747475,1
"100034729","Gm15114",0,NA,NA,NA,NA,NA,NA
"100034739","Gm17762",11.214058066607,1.5333086355887,1.1317692303684,1.35478911640812,0.17548475515099,0.321260227986839,1
"100036518","Vmn1r223",0,NA,NA,NA,NA,NA,NA
"100036520","Gata5os",0.184059743331488,-1.35398787622389,4.55828498947246,-0.297038881805541,0.766436824643083,NA,1
"100036521","Umad1",407.507430244671,0.766425699517014,0.23972144805528,3.19715113409575,0.00138792185900931,0.0059330433299683,1
"100036523","Gm16982",7.80765795816163,-1.13165132034449,1.40399100979693,-0.806024620134971,0.420228653311739,0.600333079889147,1
"100036537","Gm11149",0.392624453935257,1.88755793041433,4.52727037132266,0.416930683524182,0.676729109505126,NA,1
"100036768","Gm11696",17.2628381847813,-0.24625323082399,0.877167750274439,-0.280736758444373,0.778912312888824,0.873443050273061,1
"100037258","Dnajc3",5984.91053608729,-0.170982019094718,0.0734159032520495,-2.32895069761258,0.0198616777069055,0.0581102442146981,1
"100037260","9430060I03Rik",19.7892926540486,-0.250974506678493,0.941879428559808,-0.266461395236382,0.789883887076731,0.880046951315623,1
"100037262","Gm12359",24.8683346462195,-0.705857410592449,0.719751841400386,-0.980695525862216,0.326742910896727,0.506978148607711,1
"100037278","Fam129c",386.417143744114,0.418824136414073,0.209148570184545,2.00251972100272,0.0452288642650674,0.112885894280446,1
"100037282","Rsph3b",117.703166746991,0.148660287218796,0.354425382140035,0.419440296067902,0.674894379645764,0.804287340348317,1
"100037283","Rnaset2a",0.595084949522574,-1.41337651814913,4.44658255856954,-0.317856803406301,0.750593560420733,NA,1
"100037396","D030047H15Rik",3.75289478193783,-1.59708803131645,1.82302487655215,-0.876064858937627,0.380994775266142,NA,1
"100038347","Fam174b",402.264950598721,-0.590661264136064,0.269241981294544,-2.19379333525961,0.0282502701793649,0.0774225801236326,1
"100038353","Gm10532",1.57051271069273,2.27962490293501,3.27492791898054,0.696083993092781,0.486376230281278,NA,1
"100038356","Gm15612",4.35112426049641,-3.15937779628104,1.91713842461229,-1.6479654028738,0.0993597709067766,NA,1
"100038358","Gm10857",8.76015240843043,0.589925275881659,1.20601086300756,0.489154197509048,0.624732533573492,0.767823017144319,1
"100038363","F630028O10Rik",0.216199638437665,1.03060641140577,4.56209215174643,0.225906530847089,0.821274118240769,NA,1
"100038371","Zfp389",2.49847614508747,-1.57477037673422,2.63941318018531,-0.596636551092642,0.550750062462312,NA,1
"100038374","Gm10714",0.216199638437665,1.03060641140577,4.56209215174643,0.225906530847089,0.821274118240769,NA,1
"100038378","Gm10433",0.969323546153703,0.11585043938093,3.82995578218197,0.0302485057190212,0.975868864241525,NA,1
"100038392","Gm10785",65.953587874637,-0.179158517498097,0.461201405031953,-0.388460476363215,0.697675297322752,0.820546187409636,1
"100038394","Gm10512",0,NA,NA,NA,NA,NA,NA
"100038410","Gm10536",0,NA,NA,NA,NA,NA,NA
"100038417","Spink13",1.01671840197597,0.215805440061696,4.13048653610999,0.0522469782131132,0.958331900823273,NA,1
"100038439","Gm10556",1.04289802777735,3.28910090543665,4.4531753158532,0.738596770202944,0.460151886037622,NA,1
"100038453","Gm12522",5.45999415697438,0.300583697131964,2.02086824886007,0.148739878169454,0.881758892994914,NA,1
"100038454","Platr8",2.05346626737803,-1.07588795633825,2.60448485258824,-0.413090502434321,0.679540307617238,NA,1
"100038460","Gm10677",0,NA,NA,NA,NA,NA,NA
"100038464","Gm15441",51.2616554402106,-0.909943251453112,0.519361197380816,-1.7520431946823,0.0797663808136359,0.177136101830148,1
"100038468","Gm10684",0.411025206191086,-0.461567654373084,4.55305370415757,-0.101375403051277,0.919252461389561,NA,1
"100038479","Gm10787",0,NA,NA,NA,NA,NA,NA
"100038481","Gm10510",0,NA,NA,NA,NA,NA,NA
"100038489","Apela",0.184044848379788,1.03060641140577,4.56209215174643,0.225906530847089,0.821274118240769,NA,1
"100038493","Gm13582",0,NA,NA,NA,NA,NA,NA
"100038494","Gm10782",0,NA,NA,NA,NA,NA,NA
